Participant,Page,Page Name,Question,Order,Page Loaded,Response Type,Response Recorded,Confirmation_confirmed,Ellipse Scale_minRangeValue,Ellipse Scale_maxRangeValue,Ellipse Scale_completed,Discrete Scale_index,Discrete Scale_value,Choose One_label,Choose One_value,Free Text_text
5cf91e29355edf001972c156,1,Intro,Rail User Survey (Interval) ,1,2024-05-27T19:58:33.391493+00:00,Confirmation,2024-05-27T19:58:44.0321407+00:00,TRUE,,,,,,,,
5cf91e29355edf001972c156,4,I1 ,,4,2024-05-27T19:59:00.1967622+00:00,Ellipse Scale,2024-05-27T19:59:05.8941306+00:00,,1.7370056631016226,2.1903522479253024,TRUE,,,,,
5cf91e29355edf001972c156,5,S1,,5,2024-05-27T19:59:10.9644754+00:00,Ellipse Scale,2024-05-27T19:59:20.43652+00:00,,1.7513838780355786,1.8418889108348868,TRUE,,,,,
5cf91e29355edf001972c156,6,I2,,6,2024-05-27T19:59:24.3134792+00:00,Ellipse Scale,2024-05-27T19:59:30.4357802+00:00,,2.554980549816155,2.7039209756582405,TRUE,,,,,
5cf91e29355edf001972c156,7,S2,,7,2024-05-27T19:59:31.9060282+00:00,Ellipse Scale,2024-05-27T19:59:35.7427881+00:00,,1.3768060391873282,1.7034908466013312,TRUE,,,,,
5cf91e29355edf001972c156,8,I3,,8,2024-05-27T19:59:36.6943146+00:00,Ellipse Scale,2024-05-27T19:59:40.8418081+00:00,,2.2100082747869156,2.889020265625507,TRUE,,,,,
5cf91e29355edf001972c156,9,S3,,9,2024-05-27T19:59:42.1158572+00:00,Ellipse Scale,2024-05-27T19:59:46.1399121+00:00,,2.8408028491683384,3.5698735928020393,TRUE,,,,,
5cf91e29355edf001972c156,10,I4,,10,2024-05-27T19:59:47.3174114+00:00,Ellipse Scale,2024-05-27T19:59:53.6430507+00:00,,1.4431423409563977,3.0025746997706406,TRUE,,,,,
5cf91e29355edf001972c156,11,S4,,11,2024-05-27T19:59:54.7067861+00:00,Ellipse Scale,2024-05-27T19:59:59.0382143+00:00,,1.3370557791444926,1.995340252484194,TRUE,,,,,
5cf91e29355edf001972c156,12,I5,,12,2024-05-27T20:00:00.1325308+00:00,Ellipse Scale,2024-05-27T20:00:04.8176042+00:00,,2.1772719897524757,2.3596326767574154,TRUE,,,,,
5cf91e29355edf001972c156,13,S5,,13,2024-05-27T20:00:06.0513912+00:00,Ellipse Scale,2024-05-27T20:00:09.8198227+00:00,,1.750094466242764,2.123903783250128,TRUE,,,,,
5cf91e29355edf001972c156,14,I6,,14,2024-05-27T20:00:10.8649761+00:00,Ellipse Scale,2024-05-27T20:00:29.5781337+00:00,,1.984349185854926,3.9697974811675647,TRUE,,,,,
5cf91e29355edf001972c156,15,S6,,15,2024-05-27T20:00:32.0958938+00:00,Ellipse Scale,2024-05-27T20:00:38.2121034+00:00,,2.8045307106978496,2.988746175206792,TRUE,,,,,
5cf91e29355edf001972c156,16,I7,,16,2024-05-27T20:00:39.1818504+00:00,Ellipse Scale,2024-05-27T20:00:48.0163437+00:00,,1.588892696376809,2.9109706393579655,TRUE,,,,,
5cf91e29355edf001972c156,17,S7,,17,2024-05-27T20:00:49.1616773+00:00,Ellipse Scale,2024-05-27T20:00:51.1437886+00:00,,3.069268812,3.132959520505727,TRUE,,,,,
5cf91e29355edf001972c156,18,I8,,18,2024-05-27T20:00:52.2328755+00:00,Ellipse Scale,2024-05-27T20:00:55.9469628+00:00,,1.1045999857381859,2.9287426854988867,TRUE,,,,,
5cf91e29355edf001972c156,19,S8,,19,2024-05-27T20:00:57.1554944+00:00,Ellipse Scale,2024-05-27T20:00:58.7497067+00:00,,1,1.5463177189057804,TRUE,,,,,
5cf91e29355edf001972c156,20,I9,,20,2024-05-27T20:00:59.8161918+00:00,Ellipse Scale,2024-05-27T20:01:05.3568728+00:00,,1.191653918129473,1.2598284937958204,TRUE,,,,,
5cf91e29355edf001972c156,21,S9,,21,2024-05-27T20:01:06.9449622+00:00,Ellipse Scale,2024-05-27T20:01:10.6911761+00:00,,1.0187042181798251,1.1699119539811482,TRUE,,,,,
5cf91e29355edf001972c156,22,I10,,22,2024-05-27T20:01:11.4861452+00:00,Ellipse Scale,2024-05-27T20:01:15.0190693+00:00,,1.1561735051131847,2.7688347895390697,TRUE,,,,,
5cf91e29355edf001972c156,23,S10,,23,2024-05-27T20:01:16.2819762+00:00,Ellipse Scale,2024-05-27T20:01:17.7344707+00:00,,2.2127532864376835,2.953990620120061,TRUE,,,,,
5cf91e29355edf001972c156,24,I11,,24,2024-05-27T20:01:18.6170698+00:00,Ellipse Scale,2024-05-27T20:01:22.4840398+00:00,,1.2111952133148967,1.817803452036861,TRUE,,,,,
5cf91e29355edf001972c156,25,S11,,25,2024-05-27T20:01:23.5838155+00:00,Ellipse Scale,2024-05-27T20:01:26.750638+00:00,,2.766341773993801,3.031327028460251,TRUE,,,,,
5cf91e29355edf001972c156,26,I12,,26,2024-05-27T20:01:27.665851+00:00,Ellipse Scale,2024-05-27T20:01:30.5357358+00:00,,1.1204956850789192,1.1579378018745594,TRUE,,,,,
5cf91e29355edf001972c156,27,S12,,27,2024-05-27T20:01:31.582397+00:00,Ellipse Scale,2024-05-27T20:01:33.0240926+00:00,,1.7621987352623032,1.9283793663098439,TRUE,,,,,
5cf91e29355edf001972c156,28,I13,,28,2024-05-27T20:01:34.0977901+00:00,Ellipse Scale,2024-05-27T20:01:37.1919497+00:00,,1.167782055,2.070644454016703,TRUE,,,,,
5cf91e29355edf001972c156,29,S13,,29,2024-05-27T20:01:38.0967477+00:00,Ellipse Scale,2024-05-27T20:01:42.098429+00:00,,2.126792239596688,2.3858315448962895,TRUE,,,,,
5cf91e29355edf001972c156,30,I14,,30,2024-05-27T20:01:43.1337688+00:00,Ellipse Scale,2024-05-27T20:01:46.9672238+00:00,,2.6570619901832635,3.0117064307355847,TRUE,,,,,
5cf91e29355edf001972c156,31,S14,,31,2024-05-27T20:01:47.9288021+00:00,Ellipse Scale,2024-05-27T20:01:49.2476133+00:00,,1.4067081431073958,2.8355101679158006,TRUE,,,,,
5cf91e29355edf001972c156,32,Overall,,32,2024-05-27T20:01:50.1486627+00:00,Ellipse Scale,2024-05-27T20:01:54.8323929+00:00,,1.2514663146341092,4.015579082473189,TRUE,,,,,
5cf91e29355edf001972c156,34,Ease,,34,2024-05-27T20:02:00.3897524+00:00,Discrete Scale,2024-05-27T20:02:07.1244334+00:00,,,,,5,6,,,
5cf91e29355edf001972c156,35,Meaningfulness,,35,2024-05-27T20:02:08.280593+00:00,Discrete Scale,2024-05-27T20:02:13.8969574+00:00,,,,,5,6,,,
5cf91e29355edf001972c156,37,Device,,37,2024-05-27T20:02:18.3154893+00:00,Choose One,2024-05-27T20:02:21.4529293+00:00,,,,,,,Mobile phone,1,
5cf91e29355edf001972c156,38,Free text,,38,2024-05-27T20:02:22.9621296+00:00,Free Text,2024-05-27T20:02:30.3412032+00:00,,,,,,,,,No
5cf91e29355edf001972c156,39,Time,,39,2024-05-27T20:02:31.5683308+00:00,Choose One,2024-05-27T20:02:33.9787425+00:00,,,,,,,Within the last 7 days,0,
5cf91e29355edf001972c156,40,Frequency,,40,2024-05-27T20:02:34.9449193+00:00,Choose One,2024-05-27T20:02:38.8002384+00:00,,,,,,,More than six times a year,3,
5cf91e29355edf001972c156,41,Propose,,41,2024-05-27T20:02:39.6743353+00:00,Choose One,2024-05-27T20:02:43.5480792+00:00,,,,,,,Leisure /Eating out /Non-essential shopping ,4,
5cf91e29355edf001972c156,42,Gender,,42,2024-05-27T20:02:44.4689378+00:00,Choose One,2024-05-27T20:02:45.848571+00:00,,,,,,,Female,1,
5cf91e29355edf001972c156,43,Age,,43,2024-05-27T20:02:46.6171163+00:00,Choose One,2024-05-27T20:02:48.2033098+00:00,,,,,,,45-54 years,3,
6477d9af33e3650827fb2a35,1,Intro,Rail User Survey (Interval) ,1,2024-05-27T20:06:24.1155442+00:00,Confirmation,2024-05-27T20:06:42.6740954+00:00,TRUE,,,,,,,,
6477d9af33e3650827fb2a35,4,I1 ,,4,2024-05-27T20:07:28.4515602+00:00,Ellipse Scale,2024-05-27T20:07:59.9141817+00:00,,4.915344158422222,5,TRUE,,,,,
6477d9af33e3650827fb2a35,5,S1,,5,2024-05-27T20:08:02.4364773+00:00,Ellipse Scale,2024-05-27T20:08:10.4062332+00:00,,4.914004038,5,TRUE,,,,,
6477d9af33e3650827fb2a35,6,I2,,6,2024-05-27T20:08:12.7667591+00:00,Ellipse Scale,2024-05-27T20:08:24.2895314+00:00,,2.8452997571417225,3.160509957635507,TRUE,,,,,
6477d9af33e3650827fb2a35,7,S2,,7,2024-05-27T20:08:25.5300206+00:00,Ellipse Scale,2024-05-27T20:08:31.0412849+00:00,,2.8716395454725423,3.125034643861108,TRUE,,,,,
6477d9af33e3650827fb2a35,8,I3,,8,2024-05-27T20:08:31.9147622+00:00,Ellipse Scale,2024-05-27T20:08:45.2420578+00:00,,3.888281796465666,4.148729556835009,TRUE,,,,,
6477d9af33e3650827fb2a35,9,S3,,9,2024-05-27T20:08:46.5191139+00:00,Ellipse Scale,2024-05-27T20:08:49.441315+00:00,,3.8902878409945756,4.138615037,TRUE,,,,,
6477d9af33e3650827fb2a35,10,I4,,10,2024-05-27T20:08:50.3440498+00:00,Ellipse Scale,2024-05-27T20:08:57.192415+00:00,,1.8915009260359064,2.1613754355228254,TRUE,,,,,
6477d9af33e3650827fb2a35,11,S4,,11,2024-05-27T20:08:58.2468863+00:00,Ellipse Scale,2024-05-27T20:09:06.88697+00:00,,2.8564358395692286,3.117199458491475,TRUE,,,,,
6477d9af33e3650827fb2a35,12,I5,,12,2024-05-27T20:09:09.0337697+00:00,Ellipse Scale,2024-05-27T20:09:14.1530126+00:00,,2.8615037415369997,3.094627232,TRUE,,,,,
6477d9af33e3650827fb2a35,13,S5,,13,2024-05-27T20:09:15.0587523+00:00,Ellipse Scale,2024-05-27T20:09:19.7854861+00:00,,3.8902878409945756,4.1842205211429615,TRUE,,,,,
6477d9af33e3650827fb2a35,14,I6,,14,2024-05-27T20:09:20.6326179+00:00,Ellipse Scale,2024-05-27T20:09:29.5330436+00:00,,4.434022128316903,4.711287959773529,TRUE,,,,,
6477d9af33e3650827fb2a35,15,S6,,15,2024-05-27T20:09:30.9488053+00:00,Ellipse Scale,2024-05-27T20:09:34.1523399+00:00,,2.3091024270499267,2.547293819535178,TRUE,,,,,
6477d9af33e3650827fb2a35,16,I7,,16,2024-05-27T20:09:35.1721019+00:00,Ellipse Scale,2024-05-27T20:09:44.5475736+00:00,,3.8807411944501644,4.184226155125312,TRUE,,,,,
6477d9af33e3650827fb2a35,17,S7,,17,2024-05-27T20:09:45.3876542+00:00,Ellipse Scale,2024-05-27T20:09:48.2963909+00:00,,4.841576433130645,5,TRUE,,,,,
6477d9af33e3650827fb2a35,18,I8,,18,2024-05-27T20:09:49.1005829+00:00,Ellipse Scale,2024-05-27T20:09:53.2632144+00:00,,4.888664528645524,5,TRUE,,,,,
6477d9af33e3650827fb2a35,19,S8,,19,2024-05-27T20:09:54.1778402+00:00,Ellipse Scale,2024-05-27T20:09:55.4465078+00:00,,4.792963549,5,TRUE,,,,,
6477d9af33e3650827fb2a35,20,I9,,20,2024-05-27T20:09:56.1826938+00:00,Ellipse Scale,2024-05-27T20:10:01.9393959+00:00,,1,1.1789602882369243,TRUE,,,,,
6477d9af33e3650827fb2a35,21,S9,,21,2024-05-27T20:10:03.0284017+00:00,Ellipse Scale,0001-01-01T00:00:00+00:00,,,,,,,,,
6477d9af33e3650827fb2a35,22,I10,,22,2024-05-27T20:10:11.9828851+00:00,Ellipse Scale,2024-05-27T20:10:18.0995901+00:00,,3.845265880675765,4.103139723640971,TRUE,,,,,
6477d9af33e3650827fb2a35,23,S10,,23,2024-05-27T20:10:18.9059607+00:00,Ellipse Scale,2024-05-27T20:10:23.8423663+00:00,,3.875084135091262,4.133547135447598,TRUE,,,,,
6477d9af33e3650827fb2a35,24,I11,,24,2024-05-27T20:10:24.5901811+00:00,Ellipse Scale,2024-05-27T20:10:31.5469063+00:00,,1,1.1941639941402384,TRUE,,,,,
6477d9af33e3650827fb2a35,25,S11,,25,2024-05-27T20:10:32.5149912+00:00,Ellipse Scale,2024-05-27T20:10:38.0382351+00:00,,2.8569561161262227,3.130102545828879,TRUE,,,,,
6477d9af33e3650827fb2a35,26,I12,,26,2024-05-27T20:10:38.8438857+00:00,Ellipse Scale,2024-05-27T20:10:43.4677471+00:00,,3.844676723284634,4.123411331512056,TRUE,,,,,
6477d9af33e3650827fb2a35,27,S12,,27,2024-05-27T20:10:44.2799445+00:00,Ellipse Scale,2024-05-27T20:10:46.7045846+00:00,,3.834540919349091,4.133544647913225,TRUE,,,,,
6477d9af33e3650827fb2a35,28,I13,,28,2024-05-27T20:10:47.4000771+00:00,Ellipse Scale,2024-05-27T20:10:51.99209+00:00,,4.855491175713663,5,TRUE,,,,,
6477d9af33e3650827fb2a35,29,S13,,29,2024-05-27T20:10:52.7344169+00:00,Ellipse Scale,0001-01-01T00:00:00+00:00,,,,,,,,,
6477d9af33e3650827fb2a35,30,I14,,30,2024-05-27T20:10:55.3015905+00:00,Ellipse Scale,2024-05-27T20:11:07.196586+00:00,,1.8479233479827375,2.1114542503068456,TRUE,,,,,
6477d9af33e3650827fb2a35,31,S14,,31,2024-05-27T20:11:08.0691229+00:00,Ellipse Scale,2024-05-27T20:11:12.2975336+00:00,,2.8463000356336856,3.1584950531207867,TRUE,,,,,
6477d9af33e3650827fb2a35,32,Overall,,32,2024-05-27T20:11:13.1189319+00:00,Ellipse Scale,2024-05-27T20:11:17.2481891+00:00,,4.361602723997308,4.584590410579246,TRUE,,,,,
6477d9af33e3650827fb2a35,34,Ease,,34,2024-05-27T20:11:35.2909185+00:00,Discrete Scale,2024-05-27T20:11:39.7328772+00:00,,,,,8,9,,,
6477d9af33e3650827fb2a35,35,Meaningfulness,,35,2024-05-27T20:11:42.9043774+00:00,Discrete Scale,2024-05-27T20:11:46.8792972+00:00,,,,,8,9,,,
6477d9af33e3650827fb2a35,37,Device,,37,2024-05-27T20:11:52.1442963+00:00,Choose One,2024-05-27T20:11:54.5786096+00:00,,,,,,,Tablet,2,
6477d9af33e3650827fb2a35,38,Free text,,38,2024-05-27T20:11:55.4547144+00:00,Free Text,0001-01-01T00:00:00+00:00,,,,,,,,,
6477d9af33e3650827fb2a35,39,Time,,39,2024-05-27T20:11:58.4392009+00:00,Choose One,2024-05-27T20:12:06.3642766+00:00,,,,,,,Within the last 7 days,0,
6477d9af33e3650827fb2a35,40,Frequency,,40,2024-05-27T20:12:08.1895831+00:00,Choose One,2024-05-27T20:12:16.2706974+00:00,,,,,,,Monthly,2,
6477d9af33e3650827fb2a35,41,Propose,,41,2024-05-27T20:12:17.2586841+00:00,Choose One,2024-05-27T20:12:26.1203646+00:00,,,,,,,Leisure /Eating out /Non-essential shopping ,4,
6477d9af33e3650827fb2a35,42,Gender,,42,2024-05-27T20:12:28.08146+00:00,Choose One,2024-05-27T20:12:29.7033615+00:00,,,,,,,Male,0,
6477d9af33e3650827fb2a35,43,Age,,43,2024-05-27T20:12:41.0674759+00:00,Choose One,2024-05-27T20:12:43.6159898+00:00,,,,,,,55-64 years,4,
6053583d8ec99854b153ffff,1,Intro,Rail User Survey (Interval) ,1,2024-05-27T20:07:31.6216213+00:00,Confirmation,2024-05-27T20:07:35.2449265+00:00,TRUE,,,,,,,,
6053583d8ec99854b153ffff,4,I1 ,,4,2024-05-27T20:07:46.0864584+00:00,Ellipse Scale,2024-05-27T20:07:52.1954488+00:00,,4.224181640835175,4.249372457233331,TRUE,,,,,
6053583d8ec99854b153ffff,5,S1,,5,2024-05-27T20:07:54.4805578+00:00,Ellipse Scale,2024-05-27T20:08:00.4493697+00:00,,4.012401951,4.028721646876695,TRUE,,,,,
6053583d8ec99854b153ffff,6,I2,,6,2024-05-27T20:08:01.8472603+00:00,Ellipse Scale,2024-05-27T20:08:06.3410876+00:00,,4.835870666997801,4.904341597175104,TRUE,,,,,
6053583d8ec99854b153ffff,7,S2,,7,2024-05-27T20:08:07.2850355+00:00,Ellipse Scale,2024-05-27T20:08:08.408816+00:00,,2.556815646672037,2.570323310826438,TRUE,,,,,
6053583d8ec99854b153ffff,8,I3,,8,2024-05-27T20:08:09.3674463+00:00,Ellipse Scale,2024-05-27T20:08:30.3792193+00:00,,3.8568900932074692,3.877402508,TRUE,,,,,
6053583d8ec99854b153ffff,9,S3,,9,2024-05-27T20:08:31.3496671+00:00,Ellipse Scale,2024-05-27T20:08:32.252508+00:00,,3.356891427672025,3.359711680813579,TRUE,,,,,
6053583d8ec99854b153ffff,10,I4,,10,2024-05-27T20:08:33.1177939+00:00,Ellipse Scale,2024-05-27T20:08:35.852344+00:00,,2.9578759394859477,2.967700605752208,TRUE,,,,,
6053583d8ec99854b153ffff,11,S4,,11,2024-05-27T20:08:36.6797606+00:00,Ellipse Scale,2024-05-27T20:08:38.6382815+00:00,,3.3539458662069674,3.380766063662509,TRUE,,,,,
6053583d8ec99854b153ffff,12,I5,,12,2024-05-27T20:08:39.5223376+00:00,Ellipse Scale,2024-05-27T20:08:46.4653577+00:00,,3.7471257716721924,3.7674405450939847,TRUE,,,,,
6053583d8ec99854b153ffff,13,S5,,13,2024-05-27T20:08:47.3702155+00:00,Ellipse Scale,2024-05-27T20:08:48.4689495+00:00,,4.730633892388898,4.7476672887055695,TRUE,,,,,
6053583d8ec99854b153ffff,14,I6,,14,2024-05-27T20:08:49.3688557+00:00,Ellipse Scale,2024-05-27T20:08:54.3396965+00:00,,3.8690684862807423,4.012674816903337,TRUE,,,,,
6053583d8ec99854b153ffff,15,S6,,15,2024-05-27T20:08:55.7399221+00:00,Ellipse Scale,2024-05-27T20:08:59.3242538+00:00,,3.369842828160136,3.407332452624232,TRUE,,,,,
6053583d8ec99854b153ffff,16,I7,,16,2024-05-27T20:09:00.3379618+00:00,Ellipse Scale,2024-05-27T20:09:02.9644339+00:00,,4.960705429009897,4.985276143194152,TRUE,,,,,
6053583d8ec99854b153ffff,17,S7,,17,2024-05-27T20:09:03.9092308+00:00,Ellipse Scale,2024-05-27T20:09:05.3490592+00:00,,4.126572632341256,4.129015352767559,TRUE,,,,,
6053583d8ec99854b153ffff,18,I8,,18,2024-05-27T20:09:06.2366234+00:00,Ellipse Scale,2024-05-27T20:09:10.3143801+00:00,,3.7771288292960508,3.8117884281753796,TRUE,,,,,
6053583d8ec99854b153ffff,19,S8,,19,2024-05-27T20:09:11.1527793+00:00,Ellipse Scale,2024-05-27T20:09:12.7371329+00:00,,3.5832090312949503,3.5991867613574797,TRUE,,,,,
6053583d8ec99854b153ffff,20,I9,,20,2024-05-27T20:09:13.6466717+00:00,Ellipse Scale,2024-05-27T20:09:17.4604144+00:00,,1.917203506347371,1.9599023807153464,TRUE,,,,,
6053583d8ec99854b153ffff,21,S9,,21,2024-05-27T20:09:18.8763474+00:00,Ellipse Scale,2024-05-27T20:09:21.7592609+00:00,,1.0695690564248201,1.1203087233598115,TRUE,,,,,
6053583d8ec99854b153ffff,22,I10,,22,2024-05-27T20:09:22.7611627+00:00,Ellipse Scale,2024-05-27T20:09:25.8974375+00:00,,4.4233906230534785,4.438421320646549,TRUE,,,,,
6053583d8ec99854b153ffff,23,S10,,23,2024-05-27T20:09:26.6494203+00:00,Ellipse Scale,2024-05-27T20:09:28.871151+00:00,,3.0561344803576707,3.0602356907167247,TRUE,,,,,
6053583d8ec99854b153ffff,24,I11,,24,2024-05-27T20:09:29.7157286+00:00,Ellipse Scale,2024-05-27T20:09:37.7438041+00:00,,1.481913823279741,1.5240768709238528,TRUE,,,,,
6053583d8ec99854b153ffff,25,S11,,25,2024-05-27T20:09:38.6458246+00:00,Ellipse Scale,2024-05-27T20:09:41.3051197+00:00,,2.9881289335851218,3.0833687750439616,TRUE,,,,,
6053583d8ec99854b153ffff,26,I12,,26,2024-05-27T20:09:42.2095798+00:00,Ellipse Scale,2024-05-27T20:09:48.5605895+00:00,,3.335411035818566,3.4176864397169906,TRUE,,,,,
6053583d8ec99854b153ffff,27,S12,,27,2024-05-27T20:09:49.3778393+00:00,Ellipse Scale,2024-05-27T20:09:50.8868751+00:00,,4.377981590528037,4.4865338293068735,TRUE,,,,,
6053583d8ec99854b153ffff,28,I13,,28,2024-05-27T20:09:51.5246786+00:00,Ellipse Scale,2024-05-27T20:09:54.9449642+00:00,,4.189089304412876,4.197308106830761,TRUE,,,,,
6053583d8ec99854b153ffff,29,S13,,29,2024-05-27T20:09:55.6230267+00:00,Ellipse Scale,2024-05-27T20:09:56.8395122+00:00,,2.9044935774079663,2.916325625179054,TRUE,,,,,
6053583d8ec99854b153ffff,30,I14,,30,2024-05-27T20:09:57.5714735+00:00,Ellipse Scale,2024-05-27T20:10:02.2267771+00:00,,2.707352753268176,2.8251713637752767,TRUE,,,,,
6053583d8ec99854b153ffff,31,S14,,31,2024-05-27T20:10:02.9300479+00:00,Ellipse Scale,2024-05-27T20:10:04.0819329+00:00,,3.262090581920096,3.2686711771372727,TRUE,,,,,
6053583d8ec99854b153ffff,32,Overall,,32,2024-05-27T20:10:04.9430842+00:00,Ellipse Scale,2024-05-27T20:10:09.1390318+00:00,,3.797761883759416,3.9255050235163567,TRUE,,,,,
6053583d8ec99854b153ffff,34,Ease,,34,2024-05-27T20:10:13.9130395+00:00,Discrete Scale,2024-05-27T20:10:17.501544+00:00,,,,,8,9,,,
6053583d8ec99854b153ffff,35,Meaningfulness,,35,2024-05-27T20:10:18.2446093+00:00,Discrete Scale,2024-05-27T20:10:22.5724497+00:00,,,,,7,8,,,
6053583d8ec99854b153ffff,37,Device,,37,2024-05-27T20:10:25.5337727+00:00,Choose One,2024-05-27T20:10:27.9015225+00:00,,,,,,,Mobile phone,1,
6053583d8ec99854b153ffff,38,Free text,,38,2024-05-27T20:10:28.9085521+00:00,Free Text,2024-05-27T20:10:34.4155902+00:00,,,,,,,,,No
6053583d8ec99854b153ffff,39,Time,,39,2024-05-27T20:10:34.5295933+00:00,Choose One,2024-05-27T20:10:36.5721426+00:00,,,,,,,Within the last 7 days,0,
6053583d8ec99854b153ffff,40,Frequency,,40,2024-05-27T20:10:37.3987841+00:00,Choose One,2024-05-27T20:10:42.1234779+00:00,,,,,,,Monthly,2,
6053583d8ec99854b153ffff,41,Propose,,41,2024-05-27T20:10:44.2702947+00:00,Choose One,2024-05-27T20:10:50.8440533+00:00,,,,,,,Leisure /Eating out /Non-essential shopping ,4,
6053583d8ec99854b153ffff,42,Gender,,42,2024-05-27T20:10:53.4701701+00:00,Choose One,2024-05-27T20:10:54.8447201+00:00,,,,,,,Female,1,
6053583d8ec99854b153ffff,43,Age,,43,2024-05-27T20:10:55.4447836+00:00,Choose One,2024-05-27T20:10:57.2442886+00:00,,,,,,,25-34 years,1,
665204124ac94a66829d30cb,1,Intro,Rail User Survey (Interval) ,1,2024-05-27T20:09:48.4436358+00:00,Confirmation,2024-05-27T20:13:44.8406299+00:00,TRUE,,,,,,,,
665204124ac94a66829d30cb,4,I1 ,,4,2024-05-27T20:18:44.7048148+00:00,Ellipse Scale,2024-05-27T20:19:41.7081006+00:00,,2.4791830548496323,3.9893700774225094,TRUE,,,,,
665204124ac94a66829d30cb,5,S1,,5,2024-05-27T20:19:44.2531169+00:00,Ellipse Scale,2024-05-27T20:19:58.5385566+00:00,,4.995810485437266,5,TRUE,,,,,
665204124ac94a66829d30cb,6,I2,,6,2024-05-27T20:20:00.7373831+00:00,Ellipse Scale,2024-05-27T20:20:13.3225757+00:00,,3.9903116476863416,5,TRUE,,,,,
665204124ac94a66829d30cb,7,S2,,7,2024-05-27T20:20:15.6679009+00:00,Ellipse Scale,2024-05-27T20:20:26.4124732+00:00,,3.5017021700881235,4.573262626228649,TRUE,,,,,
665204124ac94a66829d30cb,8,I3,,8,2024-05-27T20:20:28.3289721+00:00,Ellipse Scale,2024-05-27T20:20:37.862669+00:00,,3.9914899748769277,5,TRUE,,,,,
665204124ac94a66829d30cb,9,S3,,9,2024-05-27T20:20:39.9933988+00:00,Ellipse Scale,2024-05-27T20:20:50.7017572+00:00,,3.4749936851226764,4.597800528827525,TRUE,,,,,
665204124ac94a66829d30cb,10,I4,,10,2024-05-27T20:20:52.4862978+00:00,Ellipse Scale,2024-05-27T20:21:05.2143039+00:00,,3.4761720123132624,4.492693738,TRUE,,,,,
665204124ac94a66829d30cb,11,S4,,11,2024-05-27T20:21:07.0584781+00:00,Ellipse Scale,2024-05-27T20:21:14.349378+00:00,,3.9903116476863416,3.9994730925392403,TRUE,,,,,
665204124ac94a66829d30cb,12,I5,,12,2024-05-27T20:21:16.1354589+00:00,Ellipse Scale,2024-05-27T20:21:24.1930955+00:00,,4.996559680710171,5,TRUE,,,,,
665204124ac94a66829d30cb,13,S5,,13,2024-05-27T20:21:26.2453652+00:00,Ellipse Scale,2024-05-27T20:21:37.677575+00:00,,3.975648027077299,4.996159697667581,TRUE,,,,,
665204124ac94a66829d30cb,14,I6,,14,2024-05-27T20:21:39.5345508+00:00,Ellipse Scale,2024-05-27T20:21:50.0793446+00:00,,1.9863334038499436,3.0234713437285743,TRUE,,,,,
665204124ac94a66829d30cb,15,S6,,15,2024-05-27T20:21:52.0817666+00:00,Ellipse Scale,2024-05-27T20:22:00.9079396+00:00,,1,5,TRUE,,,,,
665204124ac94a66829d30cb,16,I7,,16,2024-05-27T20:22:02.9847502+00:00,Ellipse Scale,2024-05-27T20:22:15.1160416+00:00,,3.0090827798050785,4.981177584955368,TRUE,,,,,
665204124ac94a66829d30cb,17,S7,,17,2024-05-27T20:22:16.9394758+00:00,Ellipse Scale,2024-05-27T20:22:26.0770348+00:00,,3.4493322991117554,4.567949873977893,TRUE,,,,,
665204124ac94a66829d30cb,18,I8,,18,2024-05-27T20:22:27.7049275+00:00,Ellipse Scale,2024-05-27T20:22:40.7980698+00:00,,3.9954253012741403,5,TRUE,,,,,
665204124ac94a66829d30cb,19,S8,,19,2024-05-27T20:22:42.8212291+00:00,Ellipse Scale,2024-05-27T20:22:52.4558045+00:00,,3.506608445473036,4.585009484620143,TRUE,,,,,
665204124ac94a66829d30cb,20,I9,,20,2024-05-27T20:22:54.390481+00:00,Ellipse Scale,2024-05-27T20:23:02.672815+00:00,,1.0028917433010573,1.0055617570355038,TRUE,,,,,
665204124ac94a66829d30cb,21,S9,,21,2024-05-27T20:23:04.4413796+00:00,Ellipse Scale,2024-05-27T20:23:11.8128117+00:00,,1,5,TRUE,,,,,
665204124ac94a66829d30cb,22,I10,,22,2024-05-27T20:23:13.8663229+00:00,Ellipse Scale,2024-05-27T20:23:23.205158+00:00,,4.987431456311796,4.987431456311796,TRUE,,,,,
665204124ac94a66829d30cb,23,S10,,23,2024-05-27T20:23:24.5893673+00:00,Ellipse Scale,2024-05-27T20:23:36.6423803+00:00,,2.5398011574792188,3.5062836651618423,TRUE,,,,,
665204124ac94a66829d30cb,24,I11,,24,2024-05-27T20:23:38.5759209+00:00,Ellipse Scale,2024-05-27T20:23:43.4551918+00:00,,4.991621290514003,4.991621290514003,TRUE,,,,,
665204124ac94a66829d30cb,25,S11,,25,2024-05-27T20:23:45.2849239+00:00,Ellipse Scale,2024-05-27T20:23:53.60338+00:00,,3.545038064416992,4.561999105022649,TRUE,,,,,
665204124ac94a66829d30cb,26,I12,,26,2024-05-27T20:23:55.0609919+00:00,Ellipse Scale,2024-05-27T20:23:58.99347+00:00,,4.977648428076241,4.991288498169995,TRUE,,,,,
665204124ac94a66829d30cb,27,S12,,27,2024-05-27T20:24:00.7148393+00:00,Ellipse Scale,2024-05-27T20:24:07.6530259+00:00,,3.481277956966778,4.641791071015181,TRUE,,,,,
