Participant,Page,Page Name,Question,Order,Page Loaded,Response Type,Response Recorded,Confirmation_confirmed,Discrete Scale_index,Discrete Scale_value,Choose One_label,Choose One_value,Free Text_text
60fa93fbfdc79bdd5b652c92,28,I13,,28,2024-05-27T20:31:55.2042564+00:00,Discrete Scale,2024-05-27T20:31:57.534439+00:00,,2.0,  ,,,
60fa93fbfdc79bdd5b652c92,29,S13,,29,2024-05-27T20:31:58.0090423+00:00,Discrete Scale,0001-01-01T00:00:00+00:00,,,,,,
60fa93fbfdc79bdd5b652c92,30,I14,,30,2024-05-27T20:31:59.2067778+00:00,Discrete Scale,2024-05-27T20:32:02.6326348+00:00,,2.0,  ,,,
60fa93fbfdc79bdd5b652c92,31,S14,,31,2024-05-27T20:32:03.1067332+00:00,Discrete Scale,2024-05-27T20:32:04.3243772+00:00,,3.0,  ,,,
60fa93fbfdc79bdd5b652c92,32,Overall,,32,2024-05-27T20:32:04.7967985+00:00,Discrete Scale,2024-05-27T20:32:06.7367911+00:00,,3.0,  ,,,
60fa93fbfdc79bdd5b652c92,34,Ease,,34,2024-05-27T20:32:10.9453958+00:00,Discrete Scale,2024-05-27T20:32:16.0745738+00:00,,8.0,9,,,
60fa93fbfdc79bdd5b652c92,35,Meaningfulness,,35,2024-05-27T20:32:16.9377475+00:00,Discrete Scale,2024-05-27T20:32:20.5861691+00:00,,6.0,7,,,
60fa93fbfdc79bdd5b652c92,37,Device,,37,2024-05-27T20:32:23.6865241+00:00,Choose One,2024-05-27T20:32:25.3954633+00:00,,,,Mobile phone,1.0,
60fa93fbfdc79bdd5b652c92,38,Free text,,38,2024-05-27T20:32:25.9998121+00:00,Free Text,2024-05-27T20:32:31.1512398+00:00,,,,,,No
60fa93fbfdc79bdd5b652c92,39,Time,,39,2024-05-27T20:32:31.2678353+00:00,Choose One,2024-05-27T20:32:33.3432662+00:00,,,,Within the last 7 days,0.0,
60fa93fbfdc79bdd5b652c92,40,Frequency,,40,2024-05-27T20:32:33.8903847+00:00,Choose One,2024-05-27T20:32:35.8828998+00:00,,,,Less than six times a year,4.0,
60fa93fbfdc79bdd5b652c92,41,Propose,,41,2024-05-27T20:32:36.4021933+00:00,Choose One,2024-05-27T20:32:38.2819849+00:00,,,,Commuting,0.0,
60fa93fbfdc79bdd5b652c92,42,Gender,,42,2024-05-27T20:32:39.5594068+00:00,Choose One,2024-05-27T20:32:42.2110746+00:00,,,,Male,0.0,
60fa93fbfdc79bdd5b652c92,43,Age,,43,2024-05-27T20:32:42.917942+00:00,Choose One,2024-05-27T20:32:45.7331897+00:00,,,,25-34 years,1.0,
63d14182ea5d1b54840bc1e6,1,Intro,Rail User Survey (5-point) ,1,2024-05-27T20:31:09.6174207+00:00,Confirmation,2024-05-27T20:31:21.8100238+00:00,True,,,,,
63d14182ea5d1b54840bc1e6,4,I1,,4,2024-05-27T20:32:00.1238205+00:00,Discrete Scale,2024-05-27T20:32:09.3445917+00:00,,5.0, Very Important,,,
63d14182ea5d1b54840bc1e6,5,S1,,5,2024-05-27T20:32:12.0321061+00:00,Discrete Scale,2024-05-27T20:32:25.3965063+00:00,,4.0, ,,,
63d14182ea5d1b54840bc1e6,6,I2,,6,2024-05-27T20:32:26.6571286+00:00,Discrete Scale,2024-05-27T20:32:55.4565162+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,7,S2,,7,2024-05-27T20:32:56.2948703+00:00,Discrete Scale,2024-05-27T20:33:00.9568931+00:00,,3.0, ,,,
63d14182ea5d1b54840bc1e6,8,I3,,8,2024-05-27T20:33:01.8818073+00:00,Discrete Scale,2024-05-27T20:33:31.5702069+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,9,S3,,9,2024-05-27T20:33:32.6090043+00:00,Discrete Scale,2024-05-27T20:33:37.0039146+00:00,,3.0,  ,,,
63d14182ea5d1b54840bc1e6,10,I4,,10,2024-05-27T20:33:43.7064062+00:00,Discrete Scale,2024-05-27T20:33:47.9231042+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,11,S4,,11,2024-05-27T20:33:50.018134+00:00,Discrete Scale,2024-05-27T20:33:53.0644678+00:00,,3.0,  ,,,
63d14182ea5d1b54840bc1e6,12,I5,,12,2024-05-27T20:33:55.9633059+00:00,Discrete Scale,2024-05-27T20:34:16.9210929+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,13,S5,,13,2024-05-27T20:34:18.1883822+00:00,Discrete Scale,2024-05-27T20:34:21.5062996+00:00,,3.0,  ,,,
63d14182ea5d1b54840bc1e6,14,I6,,14,2024-05-27T20:34:23.3054734+00:00,Discrete Scale,2024-05-27T20:34:27.6127057+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,15,S6,,15,2024-05-27T20:34:29.0692146+00:00,Discrete Scale,0001-01-01T00:00:00+00:00,,,,,,
63d14182ea5d1b54840bc1e6,16,I7,,16,2024-05-27T20:35:09.3838645+00:00,Discrete Scale,2024-05-27T20:35:12.6588349+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,17,S7,,17,2024-05-27T20:35:13.5788183+00:00,Discrete Scale,2024-05-27T20:35:19.9839297+00:00,,4.0,  ,,,
63d14182ea5d1b54840bc1e6,18,I8,,18,2024-05-27T20:35:21.509031+00:00,Discrete Scale,2024-05-27T20:35:58.1571768+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,19,S8,,19,2024-05-27T20:35:59.3290249+00:00,Discrete Scale,2024-05-27T20:36:03.6775482+00:00,,5.0,Very Satisfied,,,
63d14182ea5d1b54840bc1e6,20,I9,,20,2024-05-27T20:36:25.7596827+00:00,Discrete Scale,2024-05-27T20:36:44.2142945+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,21,S9,,21,2024-05-27T20:36:45.4269179+00:00,Discrete Scale,0001-01-01T00:00:00+00:00,,,,,,
63d14182ea5d1b54840bc1e6,22,I10,,22,2024-05-27T20:38:03.9175952+00:00,Discrete Scale,2024-05-27T20:38:09.2932176+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,23,S10,,23,2024-05-27T20:38:10.1024051+00:00,Discrete Scale,0001-01-01T00:00:00+00:00,,,,,,
63d14182ea5d1b54840bc1e6,24,I11,,24,2024-05-27T20:42:11.599671+00:00,Discrete Scale,2024-05-27T20:42:16.743096+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,25,S11,,25,2024-05-27T20:42:17.5209171+00:00,Discrete Scale,2024-05-27T20:42:19.2901567+00:00,,1.0,Not Satisfied,,,
63d14182ea5d1b54840bc1e6,26,I12,,26,2024-05-27T20:42:20.809385+00:00,Discrete Scale,2024-05-27T20:42:23.6527182+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,27,S12,,27,2024-05-27T20:42:24.2772269+00:00,Discrete Scale,0001-01-01T00:00:00+00:00,,,,,,
63d14182ea5d1b54840bc1e6,28,I13,,28,2024-05-27T20:42:26.2323184+00:00,Discrete Scale,2024-05-27T20:42:30.0533966+00:00,,5.0,Very Important,,,
63d14182ea5d1b54840bc1e6,29,S13,,29,2024-05-27T20:42:31.2068611+00:00,Discrete Scale,0001-01-01T00:00:00+00:00,,,,,,
63d14182ea5d1b54840bc1e6,30,I14,,30,2024-05-27T20:42:32.8930957+00:00,Discrete Scale,2024-05-27T20:42:37.8376667+00:00,,4.0,  ,,,
63d14182ea5d1b54840bc1e6,31,S14,,31,2024-05-27T20:42:38.5239183+00:00,Discrete Scale,2024-05-27T20:42:46.9580357+00:00,,3.0,  ,,,
63d14182ea5d1b54840bc1e6,32,Overall,,32,2024-05-27T20:42:47.5635715+00:00,Discrete Scale,2024-05-27T20:43:01.5225127+00:00,,2.0,  ,,,
63d14182ea5d1b54840bc1e6,34,Ease,,34,2024-05-27T20:43:07.2551325+00:00,Discrete Scale,2024-05-27T20:43:50.2030995+00:00,,8.0,9,,,
63d14182ea5d1b54840bc1e6,35,Meaningfulness,,35,2024-05-27T20:43:51.2170504+00:00,Discrete Scale,2024-05-27T20:44:08.3032495+00:00,,2.0,3,,,
63d14182ea5d1b54840bc1e6,37,Device,,37,2024-05-27T20:44:15.8890345+00:00,Choose One,2024-05-27T20:44:18.0023012+00:00,,,,Mobile phone,1.0,
63d14182ea5d1b54840bc1e6,38,Free text,,38,2024-05-27T20:44:18.673488+00:00,Free Text,0001-01-01T00:00:00+00:00,,,,,,
63d14182ea5d1b54840bc1e6,39,Time,,39,2024-05-27T20:44:24.5113208+00:00,Choose One,2024-05-27T20:44:26.875634+00:00,,,,Within the last 7 days,0.0,
63d14182ea5d1b54840bc1e6,40,Frequency,,40,2024-05-27T20:44:27.9933948+00:00,Choose One,2024-05-27T20:44:30.1929367+00:00,,,,Weekly,1.0,
63d14182ea5d1b54840bc1e6,41,Propose,,41,2024-05-27T20:44:32.2845065+00:00,Choose One,2024-05-27T20:44:35.3002847+00:00,,,,Commuting,0.0,
63d14182ea5d1b54840bc1e6,42,Gender,,42,2024-05-27T20:44:37.0503974+00:00,Choose One,2024-05-27T20:44:38.3831777+00:00,,,,Female,1.0,
63d14182ea5d1b54840bc1e6,43,Age,,43,2024-05-27T20:44:39.3640879+00:00,Choose One,2024-05-27T20:44:40.8612365+00:00,,,,25-34 years,1.0,
613f1ff71f92991679f72614,1,Intro,Rail User Survey (5-point) ,1,2024-05-27T20:31:13.5143779+00:00,Confirmation,2024-05-27T20:32:44.3883021+00:00,True,,,,,
613f1ff71f92991679f72614,4,I1,,4,2024-05-27T20:33:17.388153+00:00,Discrete Scale,2024-05-27T20:33:23.9591755+00:00,,4.0, ,,,
613f1ff71f92991679f72614,5,S1,,5,2024-05-27T20:33:25.8145862+00:00,Discrete Scale,2024-05-27T20:33:29.8571883+00:00,,4.0, ,,,
613f1ff71f92991679f72614,6,I2,,6,2024-05-27T20:33:31.2787138+00:00,Discrete Scale,2024-05-27T20:33:34.5608356+00:00,,5.0,Very Important,,,
613f1ff71f92991679f72614,7,S2,,7,2024-05-27T20:33:36.1813812+00:00,Discrete Scale,2024-05-27T20:33:41.2091566+00:00,,5.0,Very Satisfied,,,
613f1ff71f92991679f72614,8,I3,,8,2024-05-27T20:33:42.8999679+00:00,Discrete Scale,2024-05-27T20:33:47.5693896+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,9,S3,,9,2024-05-27T20:33:49.6298149+00:00,Discrete Scale,2024-05-27T20:33:52.969219+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,10,I4,,10,2024-05-27T20:33:54.6008163+00:00,Discrete Scale,2024-05-27T20:34:01.4875305+00:00,,5.0,Very Important,,,
613f1ff71f92991679f72614,11,S4,,11,2024-05-27T20:34:03.6403563+00:00,Discrete Scale,2024-05-27T20:34:08.8975179+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,12,I5,,12,2024-05-27T20:34:10.3415223+00:00,Discrete Scale,2024-05-27T20:34:15.9510654+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,13,S5,,13,2024-05-27T20:34:17.5340799+00:00,Discrete Scale,2024-05-27T20:34:20.7606696+00:00,,3.0,  ,,,
613f1ff71f92991679f72614,14,I6,,14,2024-05-27T20:34:22.1512693+00:00,Discrete Scale,2024-05-27T20:34:25.8220558+00:00,,5.0,Very Important,,,
613f1ff71f92991679f72614,15,S6,,15,2024-05-27T20:34:27.2104503+00:00,Discrete Scale,2024-05-27T20:34:29.1437441+00:00,,3.0,  ,,,
613f1ff71f92991679f72614,16,I7,,16,2024-05-27T20:34:30.3764149+00:00,Discrete Scale,2024-05-27T20:34:34.6552113+00:00,,5.0,Very Important,,,
613f1ff71f92991679f72614,17,S7,,17,2024-05-27T20:34:36.2266637+00:00,Discrete Scale,2024-05-27T20:34:40.0477681+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,18,I8,,18,2024-05-27T20:34:41.4105024+00:00,Discrete Scale,2024-05-27T20:34:46.7173924+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,19,S8,,19,2024-05-27T20:34:47.821058+00:00,Discrete Scale,2024-05-27T20:34:49.8025842+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,20,I9,,20,2024-05-27T20:34:51.4516589+00:00,Discrete Scale,2024-05-27T20:34:56.2600992+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,21,S9,,21,2024-05-27T20:34:57.4426023+00:00,Discrete Scale,2024-05-27T20:34:58.8481532+00:00,,3.0,  ,,,
613f1ff71f92991679f72614,22,I10,,22,2024-05-27T20:35:00.4904366+00:00,Discrete Scale,2024-05-27T20:38:27.3577536+00:00,,5.0,Very Important,,,
613f1ff71f92991679f72614,23,S10,,23,2024-05-27T20:38:28.6646025+00:00,Discrete Scale,2024-05-27T20:38:38.312907+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,24,I11,,24,2024-05-27T20:38:39.6941238+00:00,Discrete Scale,2024-05-27T20:38:43.2088331+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,25,S11,,25,2024-05-27T20:38:44.4841078+00:00,Discrete Scale,2024-05-27T20:38:47.8789304+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,26,I12,,26,2024-05-27T20:38:49.0335729+00:00,Discrete Scale,2024-05-27T20:38:53.3373337+00:00,,5.0,Very Important,,,
613f1ff71f92991679f72614,27,S12,,27,2024-05-27T20:38:54.4611825+00:00,Discrete Scale,2024-05-27T20:38:56.7183733+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,28,I13,,28,2024-05-27T20:38:58.2659097+00:00,Discrete Scale,2024-05-27T20:39:01.0407353+00:00,,5.0,Very Important,,,
613f1ff71f92991679f72614,29,S13,,29,2024-05-27T20:39:02.0821978+00:00,Discrete Scale,2024-05-27T20:39:04.0241439+00:00,,3.0,  ,,,
613f1ff71f92991679f72614,30,I14,,30,2024-05-27T20:39:05.6038878+00:00,Discrete Scale,2024-05-27T20:39:08.4874041+00:00,,5.0,Very Important,,,
613f1ff71f92991679f72614,31,S14,,31,2024-05-27T20:39:09.8942099+00:00,Discrete Scale,2024-05-27T20:39:11.4861374+00:00,,4.0,  ,,,
613f1ff71f92991679f72614,32,Overall,,32,2024-05-27T20:39:13.0455692+00:00,Discrete Scale,2024-05-27T20:39:17.9422306+00:00,,3.0,  ,,,
613f1ff71f92991679f72614,34,Ease,,34,2024-05-27T20:39:26.0325579+00:00,Discrete Scale,2024-05-27T20:39:34.3724728+00:00,,7.0,8,,,
613f1ff71f92991679f72614,35,Meaningfulness,,35,2024-05-27T20:39:35.75288+00:00,Discrete Scale,2024-05-27T20:39:39.7371151+00:00,,7.0,8,,,
613f1ff71f92991679f72614,37,Device,,37,2024-05-27T20:39:45.93963+00:00,Choose One,2024-05-27T20:39:49.2424523+00:00,,,,Desktop,0.0,
613f1ff71f92991679f72614,38,Free text,,38,2024-05-27T20:39:51.1212785+00:00,Free Text,2024-05-27T20:40:10.2282557+00:00,,,,,,
613f1ff71f92991679f72614,39,Time,,39,2024-05-27T20:40:14.5225464+00:00,Choose One,2024-05-27T20:40:18.648637+00:00,,,,Within the last 7 days,0.0,
613f1ff71f92991679f72614,40,Frequency,,40,2024-05-27T20:40:20.7565458+00:00,Choose One,2024-05-27T20:40:24.3266799+00:00,,,,Daily,0.0,
613f1ff71f92991679f72614,41,Propose,,41,2024-05-27T20:40:26.008249+00:00,Choose One,2024-05-27T20:40:31.4103179+00:00,,,,Business / Work Travel,1.0,
613f1ff71f92991679f72614,42,Gender,,42,2024-05-27T20:40:33.5352601+00:00,Choose One,2024-05-27T20:40:36.6015272+00:00,,,,Male,0.0,
613f1ff71f92991679f72614,43,Age,,43,2024-05-27T20:40:37.9405931+00:00,Choose One,2024-05-27T20:40:41.9961004+00:00,,,,35-44 years,2.0,
664ca5ef9be114327005411b,1,Intro,Rail User Survey (5-point) ,1,2024-05-27T20:32:34.1475417+00:00,Confirmation,2024-05-27T20:32:42.4122064+00:00,True,,,,,
664ca5ef9be114327005411b,4,I1,,4,2024-05-27T20:32:50.2255447+00:00,Discrete Scale,2024-05-27T20:32:58.3382201+00:00,,3.0, ,,,
664ca5ef9be114327005411b,5,S1,,5,2024-05-27T20:32:59.8081314+00:00,Discrete Scale,2024-05-27T20:33:06.8656039+00:00,,4.0, ,,,
664ca5ef9be114327005411b,6,I2,,6,2024-05-27T20:33:07.8329565+00:00,Discrete Scale,2024-05-27T20:33:09.7080837+00:00,,5.0,Very Important,,,
664ca5ef9be114327005411b,7,S2,,7,2024-05-27T20:33:12.817398+00:00,Discrete Scale,2024-05-27T20:33:14.1781883+00:00,,4.0, ,,,
664ca5ef9be114327005411b,8,I3,,8,2024-05-27T20:33:15.2055376+00:00,Discrete Scale,2024-05-27T20:33:19.041477+00:00,,3.0,  ,,,
664ca5ef9be114327005411b,9,S3,,9,2024-05-27T20:34:11.1076333+00:00,Discrete Scale,2024-05-27T20:34:14.0260203+00:00,,3.0,  ,,,
664ca5ef9be114327005411b,10,I4,,10,2024-05-27T20:34:14.8766919+00:00,Discrete Scale,2024-05-27T20:34:18.7049028+00:00,,2.0,  ,,,
664ca5ef9be114327005411b,11,S4,,11,2024-05-27T20:34:19.5675476+00:00,Discrete Scale,2024-05-27T20:34:20.9530198+00:00,,2.0,  ,,,
664ca5ef9be114327005411b,12,I5,,12,2024-05-27T20:34:22.6230592+00:00,Discrete Scale,2024-05-27T20:34:31.4257252+00:00,,2.0,  ,,,
664ca5ef9be114327005411b,13,S5,,13,2024-05-27T20:34:32.1524447+00:00,Discrete Scale,2024-05-27T20:34:38.6342298+00:00,,4.0,  ,,,
664ca5ef9be114327005411b,14,I6,,14,2024-05-27T20:34:39.5380492+00:00,Discrete Scale,2024-05-27T20:34:45.4776822+00:00,,1.0,Not Important,,,
664ca5ef9be114327005411b,15,S6,,15,2024-05-27T20:34:46.7154099+00:00,Discrete Scale,0001-01-01T00:00:00+00:00,,,,,,
664ca5ef9be114327005411b,16,I7,,16,2024-05-27T20:34:48.7389082+00:00,Discrete Scale,2024-05-27T20:34:52.3940829+00:00,,4.0,  ,,,
664ca5ef9be114327005411b,17,S7,,17,2024-05-27T20:34:53.1458996+00:00,Discrete Scale,2024-05-27T20:34:54.5231559+00:00,,5.0,Very Satisfied,,,
664ca5ef9be114327005411b,18,I8,,18,2024-05-27T20:34:55.3885897+00:00,Discrete Scale,2024-05-27T20:34:57.8022469+00:00,,4.0,  ,,,
664ca5ef9be114327005411b,19,S8,,19,2024-05-27T20:34:58.5068307+00:00,Discrete Scale,2024-05-27T20:34:59.4731176+00:00,,5.0,Very Satisfied,,,
664ca5ef9be114327005411b,20,I9,,20,2024-05-27T20:35:00.5328987+00:00,Discrete Scale,2024-05-27T20:35:03.1472603+00:00,,3.0,  ,,,
664ca5ef9be114327005411b,21,S9,,21,2024-05-27T20:35:04.3630542+00:00,Discrete Scale,2024-05-27T20:35:07.4735708+00:00,,3.0,  ,,,
664ca5ef9be114327005411b,22,I10,,22,2024-05-27T20:35:08.2569476+00:00,Discrete Scale,2024-05-27T20:35:12.2347288+00:00,,2.0,  ,,,
664ca5ef9be114327005411b,23,S10,,23,2024-05-27T20:35:13.1283656+00:00,Discrete Scale,2024-05-27T20:35:14.6723384+00:00,,4.0,  ,,,
664ca5ef9be114327005411b,24,I11,,24,2024-05-27T20:35:15.901744+00:00,Discrete Scale,2024-05-27T20:35:18.6412998+00:00,,1.0,Not Important,,,
664ca5ef9be114327005411b,25,S11,,25,2024-05-27T20:35:19.7885846+00:00,Discrete Scale,2024-05-27T20:35:23.5496278+00:00,,4.0,  ,,,
664ca5ef9be114327005411b,26,I12,,26,2024-05-27T20:35:24.288335+00:00,Discrete Scale,2024-05-27T20:35:28.4101923+00:00,,4.0,  ,,,
664ca5ef9be114327005411b,27,S12,,27,2024-05-27T20:35:29.2571227+00:00,Discrete Scale,2024-05-27T20:35:30.9373597+00:00,,5.0,Very Satisfied,,,
664ca5ef9be114327005411b,28,I13,,28,2024-05-27T20:35:31.6956052+00:00,Discrete Scale,2024-05-27T20:35:36.3221543+00:00,,3.0,  ,,,
664ca5ef9be114327005411b,29,S13,,29,2024-05-27T20:35:37.193678+00:00,Discrete Scale,2024-05-27T20:35:41.4569211+00:00,,3.0,  ,,,
664ca5ef9be114327005411b,30,I14,,30,2024-05-27T20:35:42.1371022+00:00,Discrete Scale,2024-05-27T20:35:44.8647729+00:00,,4.0,  ,,,
664ca5ef9be114327005411b,31,S14,,31,2024-05-27T20:35:45.6464437+00:00,Discrete Scale,2024-05-27T20:35:48.6097394+00:00,,4.0,  ,,,
664ca5ef9be114327005411b,32,Overall,,32,2024-05-27T20:35:49.7076411+00:00,Discrete Scale,2024-05-27T20:35:51.7780748+00:00,,3.0,  ,,,
664ca5ef9be114327005411b,34,Ease,,34,2024-05-27T20:35:55.8540768+00:00,Discrete Scale,2024-05-27T20:36:00.6592554+00:00,,7.0,8,,,
664ca5ef9be114327005411b,35,Meaningfulness,,35,2024-05-27T20:36:03.7193898+00:00,Discrete Scale,2024-05-27T20:36:10.8235829+00:00,,5.0,6,,,
664ca5ef9be114327005411b,37,Device,,37,2024-05-27T20:36:13.6717003+00:00,Choose One,2024-05-27T20:36:15.1167109+00:00,,,,Desktop,0.0,
664ca5ef9be114327005411b,38,Free text,,38,2024-05-27T20:36:15.9562934+00:00,Free Text,0001-01-01T00:00:00+00:00,,,,,,
664ca5ef9be114327005411b,39,Time,,39,2024-05-27T20:36:18.8646263+00:00,Choose One,2024-05-27T20:36:20.3533628+00:00,,,,Within the last 7 days,0.0,
664ca5ef9be114327005411b,40,Frequency,,40,2024-05-27T20:36:21.5107798+00:00,Choose One,2024-05-27T20:36:22.9639432+00:00,,,,Weekly,1.0,
664ca5ef9be114327005411b,41,Propose,,41,2024-05-27T20:36:23.9488796+00:00,Choose One,2024-05-27T20:36:27.434253+00:00,,,,Friends / Family,2.0,
664ca5ef9be114327005411b,42,Gender,,42,2024-05-27T20:36:31.9330207+00:00,Choose One,2024-05-27T20:36:34.0565277+00:00,,,,Male,0.0,
664ca5ef9be114327005411b,43,Age,,43,2024-05-27T20:36:34.8321852+00:00,Choose One,2024-05-27T20:36:35.8190246+00:00,,,,25-34 years,1.0,
5beb492b5324b10001c26ae8,1,Intro,Rail User Survey (5-point) ,1,2024-05-27T20:35:07.9846427+00:00,Confirmation,2024-05-27T20:35:41.6910835+00:00,True,,,,,
5beb492b5324b10001c26ae8,4,I1,,4,2024-05-27T20:36:11.5463571+00:00,Discrete Scale,2024-05-27T20:36:31.7028827+00:00,,5.0, Very Important,,,
5beb492b5324b10001c26ae8,5,S1,,5,2024-05-27T20:36:32.9795769+00:00,Discrete Scale,2024-05-27T20:36:37.3196682+00:00,,3.0, ,,,
5beb492b5324b10001c26ae8,6,I2,,6,2024-05-27T20:36:40.9986606+00:00,Discrete Scale,2024-05-27T20:36:45.9606125+00:00,,3.0, ,,,
5beb492b5324b10001c26ae8,7,S2,,7,2024-05-27T20:36:50.2172704+00:00,Discrete Scale,2024-05-27T20:36:54.2004245+00:00,,4.0, ,,,
5beb492b5324b10001c26ae8,8,I3,,8,2024-05-27T20:36:55.5302263+00:00,Discrete Scale,2024-05-27T20:37:07.3942231+00:00,,2.0,  ,,,
5beb492b5324b10001c26ae8,9,S3,,9,2024-05-27T20:37:11.6708367+00:00,Discrete Scale,2024-05-27T20:37:14.2806831+00:00,,4.0,  ,,,
5beb492b5324b10001c26ae8,10,I4,,10,2024-05-27T20:37:17.8905768+00:00,Discrete Scale,2024-05-27T20:37:21.4738586+00:00,,5.0,Very Important,,,
5beb492b5324b10001c26ae8,11,S4,,11,2024-05-27T20:37:23.8404026+00:00,Discrete Scale,2024-05-27T20:37:24.8407033+00:00,,4.0,  ,,,
5beb492b5324b10001c26ae8,12,I5,,12,2024-05-27T20:37:26.7693747+00:00,Discrete Scale,2024-05-27T20:37:31.4321622+00:00,,4.0,  ,,,
5beb492b5324b10001c26ae8,13,S5,,13,2024-05-27T20:37:32.8570556+00:00,Discrete Scale,2024-05-27T20:37:38.5035713+00:00,,5.0,Very Satisfied,,,
5beb492b5324b10001c26ae8,14,I6,,14,2024-05-27T20:37:39.6883869+00:00,Discrete Scale,2024-05-27T20:37:43.7198981+00:00,,5.0,Very Important,,,
5beb492b5324b10001c26ae8,15,S6,,15,2024-05-27T20:37:45.1533207+00:00,Discrete Scale,0001-01-01T00:00:00+00:00,,,,,,
5beb492b5324b10001c26ae8,16,I7,,16,2024-05-27T20:37:50.4089396+00:00,Discrete Scale,2024-05-27T20:37:55.1773823+00:00,,4.0,  ,,,
5beb492b5324b10001c26ae8,17,S7,,17,2024-05-27T20:37:56.9492195+00:00,Discrete Scale,2024-05-27T20:37:59.2485993+00:00,,5.0,Very Satisfied,,,
5beb492b5324b10001c26ae8,18,I8,,18,2024-05-27T20:38:01.4559404+00:00,Discrete Scale,2024-05-27T20:38:10.5291608+00:00,,3.0,  ,,,
5beb492b5324b10001c26ae8,19,S8,,19,2024-05-27T20:38:12.0381916+00:00,Discrete Scale,2024-05-27T20:38:16.0378238+00:00,,5.0,Very Satisfied,,,
5beb492b5324b10001c26ae8,20,I9,,20,2024-05-27T20:38:17.2483492+00:00,Discrete Scale,2024-05-27T20:38:20.2573983+00:00,,4.0,  ,,,
5beb492b5324b10001c26ae8,21,S9,,21,2024-05-27T20:38:22.1399458+00:00,Discrete Scale,2024-05-27T20:38:26.4734725+00:00,,3.0,  ,,,
5beb492b5324b10001c26ae8,22,I10,,22,2024-05-27T20:38:27.5262876+00:00,Discrete Scale,2024-05-27T20:38:33.8826719+00:00,,3.0,  ,,,
5beb492b5324b10001c26ae8,23,S10,,23,2024-05-27T20:38:35.0491881+00:00,Discrete Scale,2024-05-27T20:38:36.4262438+00:00,,4.0,  ,,,
5beb492b5324b10001c26ae8,24,I11,,24,2024-05-27T20:38:39.4716947+00:00,Discrete Scale,2024-05-27T20:38:44.7790756+00:00,,3.0,  ,,,
5beb492b5324b10001c26ae8,25,S11,,25,2024-05-27T20:38:46.4601169+00:00,Discrete Scale,2024-05-27T20:38:48.2505534+00:00,,3.0,  ,,,
5beb492b5324b10001c26ae8,26,I12,,26,2024-05-27T20:38:50.0975148+00:00,Discrete Scale,2024-05-27T20:38:54.6471707+00:00,,4.0,  ,,,
5beb492b5324b10001c26ae8,27,S12,,27,2024-05-27T20:38:55.808694+00:00,Discrete Scale,0001-01-01T00:00:00+00:00,,,,,,
5beb492b5324b10001c26ae8,28,I13,,28,2024-05-27T20:38:58.6328864+00:00,Discrete Scale,2024-05-27T20:39:03.5037091+00:00,,5.0,Very Important,,,
5beb492b5324b10001c26ae8,29,S13,,29,2024-05-27T20:39:04.0562044+00:00,Discrete Scale,0001-01-01T00:00:00+00:00,,,,,,
5beb492b5324b10001c26ae8,30,I14,,30,2024-05-27T20:39:06.0466859+00:00,Discrete Scale,2024-05-27T20:39:12.4873915+00:00,,4.0,  ,,,
5beb492b5324b10001c26ae8,31,S14,,31,2024-05-27T20:39:12.9801281+00:00,Discrete Scale,2024-05-27T20:39:19.7944275+00:00,,4.0,  ,,,
5beb492b5324b10001c26ae8,32,Overall,,32,2024-05-27T20:39:20.8884917+00:00,Discrete Scale,2024-05-27T20:39:29.9118852+00:00,,2.0,  ,,,
5beb492b5324b10001c26ae8,34,Ease,,34,2024-05-27T20:39:37.1757928+00:00,Discrete Scale,2024-05-27T20:39:41.9469816+00:00,,7.0,8,,,
5beb492b5324b10001c26ae8,35,Meaningfulness,,35,2024-05-27T20:39:47.2158405+00:00,Discrete Scale,2024-05-27T20:39:57.3481268+00:00,,5.0,6,,,
